CustomerID,DrivingExperienceYears,DrivingExperienceBand,DrivingExperienceSort,VehicleType,PreviousAccidents
CUST01059,7.0,6-10 yrs,3,Sedan,1
CUST01060,1.0,0-2 yrs,1,SUV,2
CUST01061,11.0,11-20 yrs,4,SUV,0
CUST01062,21.0,20+ yrs,5,Truck,2
CUST01063,1.0,0-2 yrs,1,Sports,0
CUST01064,17.0,11-20 yrs,4,Truck,0
CUST01065,6.0,6-10 yrs,3,Sedan,0
CUST01066,7.0,6-10 yrs,3,Truck,1
CUST01067,1.0,0-2 yrs,1,SUV,0
CUST01068,4.0,3-5 yrs,2,Truck,0
CUST01069,14.0,11-20 yrs,4,Minivan,0
CUST01070,15.0,11-20 yrs,4,Sedan,1
CUST01071,11.0,11-20 yrs,4,Sedan,0
CUST01072,6.0,6-10 yrs,3,SUV,0
CUST01073,2.0,0-2 yrs,1,Sedan,0
CUST01074,10.0,6-10 yrs,3,Truck,0
CUST01075,7.0,6-10 yrs,3,Truck,0
CUST01076,11.0,11-20 yrs,4,Sedan,0
CUST01077,,6-10 yrs,3,SUV,0
CUST01078,7.0,6-10 yrs,3,SUV,0
CUST01079,11.0,11-20 yrs,4,Sedan,1
CUST01080,12.0,11-20 yrs,4,Truck,2
CUST01081,18.0,11-20 yrs,4,SUV,0
CUST01082,7.0,6-10 yrs,3,SUV,0
CUST01083,13.0,11-20 yrs,4,Truck,0
CUST01084,22.0,20+ yrs,5,Truck,0
CUST01085,14.0,11-20 yrs,4,Sedan,0
CUST01086,18.0,11-20 yrs,4,Truck,1
CUST01087,5.0,3-5 yrs,2,SUV,0
CUST01088,4.0,3-5 yrs,2,Truck,1
CUST01089,8.0,6-10 yrs,3,Sedan,0
CUST01090,9.0,6-10 yrs,3,Sedan,0
CUST01091,17.0,11-20 yrs,4,Minivan,1
CUST01092,4.0,3-5 yrs,2,SUV,0
CUST01093,9.0,6-10 yrs,3,SUV,0
CUST01094,17.0,11-20 yrs,4,SUV,0
CUST01095,11.0,11-20 yrs,4,SUV,0
CUST01096,9.0,6-10 yrs,3,Sedan,2
CUST01097,11.0,11-20 yrs,4,Sedan,0
CUST01098,2.0,0-2 yrs,1,Sedan,1
CUST01099,1.0,0-2 yrs,1,SUV,1
CUST01100,0.0,0-2 yrs,1,Minivan,0
CUST01101,11.0,11-20 yrs,4,SUV,0
CUST01102,16.0,11-20 yrs,4,Truck,3
CUST01103,15.0,11-20 yrs,4,Sedan,0
CUST01104,18.0,11-20 yrs,4,Minivan,0
CUST01105,20.0,11-20 yrs,4,SUV,2
CUST01106,11.0,11-20 yrs,4,SUV,0
CUST01107,9.0,6-10 yrs,3,Truck,1
CUST01108,,11-20 yrs,4,SUV,0
CUST01109,5.0,3-5 yrs,2,Sedan,1
CUST01110,1.0,0-2 yrs,1,Sedan,1
CUST01111,7.0,6-10 yrs,3,Sedan,0
CUST01112,6.0,6-10 yrs,3,Truck,0
CUST01113,10.0,6-10 yrs,3,Sports,0
CUST01114,4.0,3-5 yrs,2,Sedan,0
CUST01115,12.0,11-20 yrs,4,SUV,1
CUST01116,6.0,6-10 yrs,3,Sedan,1
CUST01117,18.0,11-20 yrs,4,Sedan,1
CUST01118,1.0,0-2 yrs,1,SUV,2
CUST01119,9.0,6-10 yrs,3,Truck,2
CUST01120,7.0,6-10 yrs,3,Sedan,1
CUST01121,11.0,11-20 yrs,4,Truck,2
CUST01122,16.0,11-20 yrs,4,Sedan,0
CUST01123,11.0,11-20 yrs,4,Truck,1
CUST01124,9.0,6-10 yrs,3,SUV,1
CUST01125,14.0,11-20 yrs,4,Sedan,0
CUST01126,15.0,11-20 yrs,4,Truck,2
CUST01127,11.0,11-20 yrs,4,Sedan,0
CUST01128,12.0,11-20 yrs,4,Sedan,0
CUST01129,14.0,11-20 yrs,4,Sedan,0
CUST01130,0.0,0-2 yrs,1,SUV,0
CUST01131,7.0,6-10 yrs,3,Sedan,0
CUST01132,12.0,11-20 yrs,4,SUV,1
CUST01133,7.0,6-10 yrs,3,Sedan,1
CUST01134,,6-10 yrs,3,Sedan,1
CUST01135,12.0,11-20 yrs,4,Sports,1
CUST01136,12.0,11-20 yrs,4,Truck,0
CUST01137,13.0,11-20 yrs,4,Sedan,0
CUST01138,4.0,3-5 yrs,2,Truck,1
CUST01139,,0-2 yrs,1,Truck,1
CUST01140,15.0,11-20 yrs,4,Sedan,1
CUST01141,4.0,3-5 yrs,2,SUV,0
CUST01142,4.0,3-5 yrs,2,Minivan,0
CUST01143,3.0,3-5 yrs,2,Truck,3
CUST01144,18.0,11-20 yrs,4,Truck,1
CUST01145,11.0,11-20 yrs,4,SUV,0
CUST01146,12.0,11-20 yrs,4,Truck,0
CUST01147,14.0,11-20 yrs,4,SUV,0
CUST01148,9.0,6-10 yrs,3,Truck,0
CUST01149,17.0,11-20 yrs,4,Truck,0
CUST01150,1.0,0-2 yrs,1,Sedan,1
CUST01151,2.0,0-2 yrs,1,SUV,3
CUST01152,2.0,0-2 yrs,1,SUV,2
CUST01153,12.0,11-20 yrs,4,Sedan,2
CUST01154,13.0,11-20 yrs,4,SUV,1
CUST01155,6.0,6-10 yrs,3,Minivan,0
CUST01156,8.0,6-10 yrs,3,Sports,0
CUST01157,18.0,11-20 yrs,4,Truck,0
CUST01158,5.0,3-5 yrs,2,Sedan,1
CUST01159,12.0,11-20 yrs,4,SUV,2
CUST01160,5.0,3-5 yrs,2,Sedan,0
CUST01161,17.0,11-20 yrs,4,Truck,0
CUST01162,14.0,11-20 yrs,4,Truck,0
CUST01163,,0-2 yrs,1,Minivan,0
CUST01164,8.0,6-10 yrs,3,MINIVAN,0
CUST01165,0.0,0-2 yrs,1,Sedan,2
CUST01166,16.0,11-20 yrs,4,Sedan,0
CUST01167,24.0,20+ yrs,5,Minivan,3
CUST01168,0.0,0-2 yrs,1,Minivan,0
CUST01169,0.0,0-2 yrs,1,SUV,0
CUST01170,11.0,11-20 yrs,4,SUV,0
CUST01171,9.0,6-10 yrs,3,SUV,2
CUST01172,7.0,6-10 yrs,3,SUV,0
CUST01173,,0-2 yrs,1,Sedan,1
CUST01174,12.0,11-20 yrs,4,SUV,0
CUST01175,16.0,11-20 yrs,4,SUV,2
CUST01176,29.0,20+ yrs,5,Sedan,0
CUST01177,19.0,11-20 yrs,4,Sports,0
CUST01178,0.0,0-2 yrs,1,Sedan,0
CUST01179,9.0,6-10 yrs,3,SUV,0
CUST01180,14.0,11-20 yrs,4,SUV,0
CUST01181,5.0,3-5 yrs,2,SUV,0
CUST01182,15.0,11-20 yrs,4,Sedan,1
CUST01183,14.0,11-20 yrs,4,SUV,1
CUST01184,18.0,11-20 yrs,4,Sedan,0
CUST01185,15.0,11-20 yrs,4,SUV,3
CUST01186,11.0,11-20 yrs,4,Sedan,3
CUST01187,5.0,3-5 yrs,2,Sedan,2
CUST01188,0.0,0-2 yrs,1,Sports,0
CUST01189,11.0,11-20 yrs,4,Truck,0
CUST01190,7.0,6-10 yrs,3,Sedan,0
CUST01191,7.0,6-10 yrs,3,Sports,0
CUST01192,17.0,11-20 yrs,4,Sedan,1
CUST01193,19.0,11-20 yrs,4,Sedan,0
CUST01194,1.0,0-2 yrs,1,Sedan,1
CUST01195,,6-10 yrs,3,Truck,0
CUST01196,6.0,6-10 yrs,3,SUV,0
CUST01197,12.0,11-20 yrs,4,Sedan,1
CUST01198,0.0,0-2 yrs,1,Sedan,0
CUST01199,0.0,0-2 yrs,1,SUV,0
CUST01200,9.0,6-10 yrs,3,Truck,0
CUST01201,15.0,11-20 yrs,4,Minivan,0
CUST01202,10.0,6-10 yrs,3,SUV,2
CUST01203,14.0,11-20 yrs,4,Truck,0
CUST01204,11.0,11-20 yrs,4,Truck,0
CUST01205,18.0,11-20 yrs,4,SUV,2
CUST01206,20.0,11-20 yrs,4,SUV,0
CUST01207,4.0,3-5 yrs,2,Sedan,0
CUST01208,16.0,11-20 yrs,4,SUV,0
CUST01209,13.0,11-20 yrs,4,Truck,0
CUST01210,27.0,20+ yrs,5,Sedan,0
CUST01211,4.0,3-5 yrs,2,SUV,0
CUST01212,9.0,6-10 yrs,3,SUV,0
CUST01213,2.0,0-2 yrs,1,Sedan,0
CUST01214,3.0,3-5 yrs,2,Sedan,0
CUST01215,12.0,11-20 yrs,4,Sedan,2
CUST01216,11.0,11-20 yrs,4,SUV,1
CUST01217,13.0,11-20 yrs,4,SUV,0
CUST01218,13.0,11-20 yrs,4,SUV,1
CUST01219,8.0,6-10 yrs,3,Sedan,0
CUST01220,8.0,6-10 yrs,3,SUV,0
CUST01221,3.0,3-5 yrs,2,Sedan,0
CUST01222,,3-5 yrs,2,Sedan,0
CUST01223,9.0,6-10 yrs,3,SUV,0
CUST01224,11.0,11-20 yrs,4,Truck,0
CUST01225,14.0,11-20 yrs,4,Truck,1
CUST01226,14.0,11-20 yrs,4,Sedan,3
CUST01227,20.0,11-20 yrs,4,SUV,0
CUST01228,3.0,3-5 yrs,2,SUV,0
CUST01229,8.0,6-10 yrs,3,Truck,2
CUST01230,3.0,3-5 yrs,2,Sedan,0
CUST01231,18.0,11-20 yrs,4,Truck,0
CUST01232,6.0,6-10 yrs,3,SUV,2
CUST01233,18.0,11-20 yrs,4,Truck,1
CUST01234,20.0,11-20 yrs,4,Sports,0
CUST01235,12.0,11-20 yrs,4,Minivan,1
CUST01236,12.0,11-20 yrs,4,SUV,1
CUST01237,10.0,6-10 yrs,3,Minivan,0
CUST01238,7.0,6-10 yrs,3,Sedan,0
CUST01239,6.0,6-10 yrs,3,Sedan,0
CUST01240,8.0,6-10 yrs,3,SUV,1
CUST01241,22.0,20+ yrs,5,Sports,1
CUST01242,2.0,0-2 yrs,1,Truck,0
CUST01243,11.0,11-20 yrs,4,Sedan,1
CUST01244,,11-20 yrs,4,Truck,1
CUST01245,8.0,6-10 yrs,3,Sedan,0
CUST01246,12.0,11-20 yrs,4,SUV,0
CUST01247,0.0,0-2 yrs,1,Sedan,1
CUST01248,19.0,11-20 yrs,4,Sedan,0
CUST01249,17.0,11-20 yrs,4,Sedan,2
CUST01250,,6-10 yrs,3,Truck,0
CUST01251,3.0,3-5 yrs,2,SUV,0
CUST01252,15.0,11-20 yrs,4,Sedan,1
CUST01253,1.0,0-2 yrs,1,SUV,1
CUST01254,2.0,0-2 yrs,1,Truck,3
CUST01255,9.0,6-10 yrs,3,Sports,0
CUST01256,20.0,11-20 yrs,4,Minivan,0
CUST01257,,11-20 yrs,4,Sedan,0
CUST01258,5.0,3-5 yrs,2,Sedan,2
CUST01259,0.0,0-2 yrs,1,SEDAN,0
CUST01260,10.0,6-10 yrs,3,SUV,1
CUST01261,,11-20 yrs,4,SUV,0
CUST01262,9.0,6-10 yrs,3,Sedan,0
CUST01263,22.0,20+ yrs,5,Minivan,0
CUST01264,9.0,6-10 yrs,3,Truck,2
CUST01265,0.0,0-2 yrs,1,SUV,0
CUST01266,7.0,6-10 yrs,3,SUV,0
CUST01267,13.0,11-20 yrs,4,SUV,0
CUST01268,12.0,11-20 yrs,4,SUV,2
CUST01269,8.0,6-10 yrs,3,Minivan,1
CUST01270,7.0,6-10 yrs,3,Sedan,3
CUST01271,0.0,0-2 yrs,1,Truck,0
CUST01272,10.0,6-10 yrs,3,Sedan,0
CUST01273,7.0,6-10 yrs,3,SUV,0
CUST01274,11.0,11-20 yrs,4,SUV,1
CUST01275,13.0,11-20 yrs,4,Sedan,0
CUST01276,18.0,11-20 yrs,4,Sedan,1
CUST01277,3.0,3-5 yrs,2,SEDAN,0
CUST01278,0.0,0-2 yrs,1,SUV,1
CUST01279,5.0,3-5 yrs,2,SUV,0
CUST01280,4.0,3-5 yrs,2,Sports,0
CUST01281,4.0,3-5 yrs,2,Sedan,0
CUST01282,20.0,11-20 yrs,4,Sedan,0
CUST01283,11.0,11-20 yrs,4,SUV,2
CUST01284,23.0,20+ yrs,5,Sedan,1
CUST01285,9.0,6-10 yrs,3,Sedan,0
CUST01286,1.0,0-2 yrs,1,SUV,0
CUST01287,4.0,3-5 yrs,2,Minivan,0
CUST01288,17.0,11-20 yrs,4,Minivan,0
CUST01289,2.0,0-2 yrs,1,Sedan,0
CUST01290,13.0,11-20 yrs,4,Sedan,0
CUST01291,7.0,6-10 yrs,3,SUV,1
CUST01292,3.0,3-5 yrs,2,SUV,0
CUST01293,19.0,11-20 yrs,4,Truck,0
CUST01294,5.0,3-5 yrs,2,SUV,0
CUST01295,4.0,3-5 yrs,2,SEDAN,1
CUST01296,9.0,6-10 yrs,3,Sedan,0
CUST01297,6.0,6-10 yrs,3,Minivan,0
CUST01298,25.0,20+ yrs,5,SUV,0
CUST01299,17.0,11-20 yrs,4,Truck,1
CUST01300,5.0,3-5 yrs,2,SUV,0
CUST01301,6.0,6-10 yrs,3,Truck,1
CUST01302,0.0,0-2 yrs,1,Sedan,0
CUST01303,10.0,6-10 yrs,3,Truck,1
CUST01304,4.0,3-5 yrs,2,Truck,1
CUST01305,10.0,6-10 yrs,3,Sedan,1
CUST01306,0.0,0-2 yrs,1,Sedan,1
CUST01307,9.0,6-10 yrs,3,SUV,0
CUST01308,21.0,20+ yrs,5,SUV,0
CUST01309,10.0,6-10 yrs,3,SUV,1
CUST01310,4.0,3-5 yrs,2,Truck,0
CUST01311,9.0,6-10 yrs,3,Truck,0
CUST01312,9.0,6-10 yrs,3,SUV,2
CUST01313,25.0,20+ yrs,5,SUV,0
CUST01314,7.0,6-10 yrs,3,Sedan,0
CUST01315,1.0,0-2 yrs,1,Sedan,1
CUST01316,10.0,6-10 yrs,3,SUV,2
CUST01317,11.0,11-20 yrs,4,Truck,2
CUST01318,13.0,11-20 yrs,4,Minivan,0
CUST01319,15.0,11-20 yrs,4,Truck,0
CUST01320,23.0,20+ yrs,5,SUV,1
CUST01321,5.0,3-5 yrs,2,Sedan,1
CUST01322,5.0,3-5 yrs,2,SUV,0
CUST01323,0.0,0-2 yrs,1,Sedan,2
CUST01324,14.0,11-20 yrs,4,SUV,0
CUST01325,3.0,3-5 yrs,2,Sedan,0
CUST01326,16.0,11-20 yrs,4,Sedan,0
CUST01327,6.0,6-10 yrs,3,SUV,2
CUST01328,22.0,20+ yrs,5,Sedan,0
CUST01329,0.0,0-2 yrs,1,SUV,0
CUST01330,17.0,11-20 yrs,4,SUV,2
CUST01331,16.0,11-20 yrs,4,Truck,0
CUST01332,13.0,11-20 yrs,4,Sedan,0
CUST01333,2.0,0-2 yrs,1,Sedan,0
CUST01334,13.0,11-20 yrs,4,Truck,0
CUST01335,10.0,6-10 yrs,3,Sedan,0
CUST01336,0.0,0-2 yrs,1,Minivan,1
CUST01337,20.0,11-20 yrs,4,Sedan,0
CUST01338,7.0,6-10 yrs,3,SUV,1
CUST01339,20.0,11-20 yrs,4,Sedan,3
CUST01340,,6-10 yrs,3,SUV,2
CUST01341,16.0,11-20 yrs,4,Minivan,1
CUST01342,3.0,3-5 yrs,2,SUV,2
CUST01343,11.0,11-20 yrs,4,Truck,3
CUST01344,11.0,11-20 yrs,4,Sedan,0
CUST01345,,6-10 yrs,3,Sports,0
CUST01346,3.0,3-5 yrs,2,SUV,2
CUST01347,0.0,0-2 yrs,1,Sedan,1
CUST01348,4.0,3-5 yrs,2,Sedan,0
CUST01349,14.0,11-20 yrs,4,Sedan,2
CUST01350,,0-2 yrs,1,Sedan,0
CUST01351,1.0,0-2 yrs,1,Minivan,0
CUST01352,0.0,0-2 yrs,1,SUV,0
CUST01353,11.0,11-20 yrs,4,Sedan,0
CUST01354,3.0,3-5 yrs,2,SUV,0
CUST01355,18.0,11-20 yrs,4,SUV,0
CUST01356,15.0,11-20 yrs,4,Sedan,0
CUST01357,11.0,11-20 yrs,4,Sedan,0
CUST01358,12.0,11-20 yrs,4,Sedan,1
CUST01359,4.0,3-5 yrs,2,SUV,0
CUST01360,4.0,3-5 yrs,2,SUV,2
CUST01361,14.0,11-20 yrs,4,Minivan,1
CUST01362,16.0,11-20 yrs,4,SUV,1
CUST01363,14.0,11-20 yrs,4,SUV,0
CUST01364,6.0,6-10 yrs,3,Sports,3
CUST01365,7.0,6-10 yrs,3,SUV,0
CUST01366,3.0,3-5 yrs,2,SUV,0
CUST01367,15.0,11-20 yrs,4,SUV,1
CUST01368,0.0,0-2 yrs,1,Truck,1
CUST01369,0.0,0-2 yrs,1,SUV,0
CUST01370,0.0,0-2 yrs,1,SUV,0
CUST01371,0.0,0-2 yrs,1,SUV,0
CUST01372,19.0,11-20 yrs,4,SUV,0
CUST01373,15.0,11-20 yrs,4,Minivan,0
CUST01374,1.0,0-2 yrs,1,SUV,3
CUST01375,9.0,6-10 yrs,3,Sedan,3
CUST01376,20.0,11-20 yrs,4,SUV,3
CUST01377,13.0,11-20 yrs,4,Sports,0
CUST01378,24.0,20+ yrs,5,Truck,0
CUST01379,9.0,6-10 yrs,3,Sedan,0
CUST01380,5.0,3-5 yrs,2,Sports,1
CUST01381,2.0,0-2 yrs,1,Sedan,0
CUST01382,10.0,6-10 yrs,3,Sports,1
CUST01383,16.0,11-20 yrs,4,Sedan,1
CUST01384,10.0,6-10 yrs,3,Sports,2
CUST01385,,6-10 yrs,3,Sedan,0
CUST01386,18.0,11-20 yrs,4,Truck,1
CUST01387,13.0,11-20 yrs,4,TRUCK,0
CUST01388,9.0,6-10 yrs,3,Truck,0
CUST01389,4.0,3-5 yrs,2,Truck,0
CUST01390,8.0,6-10 yrs,3,SUV,0
CUST01391,13.0,11-20 yrs,4,Sedan,0
CUST01392,4.0,3-5 yrs,2,SUV,0
CUST01393,1.0,0-2 yrs,1,SUV,2
CUST01394,6.0,6-10 yrs,3,SUV,0
CUST01395,9.0,6-10 yrs,3,Sedan,1
CUST01396,19.0,11-20 yrs,4,Sedan,2
CUST01397,1.0,0-2 yrs,1,SUV,0
CUST01398,11.0,11-20 yrs,4,Truck,0
CUST01399,8.0,6-10 yrs,3,Minivan,0
CUST01400,8.0,6-10 yrs,3,Sedan,0
CUST01401,20.0,11-20 yrs,4,SPORTS,0
CUST01402,10.0,6-10 yrs,3,Sports,0
CUST01403,3.0,3-5 yrs,2,Sedan,0
CUST01404,16.0,11-20 yrs,4,SUV,1
CUST01405,15.0,11-20 yrs,4,SUV,0
CUST01406,2.0,0-2 yrs,1,SUV,1
CUST01407,1.0,0-2 yrs,1,SUV,0
CUST01408,12.0,11-20 yrs,4,SUV,0
CUST01409,9.0,6-10 yrs,3,Sedan,0
CUST01410,6.0,6-10 yrs,3,SEDAN,2
CUST01411,17.0,11-20 yrs,4,Sedan,1
CUST01412,5.0,3-5 yrs,2,Truck,1
CUST01413,12.0,11-20 yrs,4,Sedan,0
CUST01414,18.0,11-20 yrs,4,Minivan,1
CUST01415,7.0,6-10 yrs,3,SUV,0
CUST01416,0.0,0-2 yrs,1,SUV,0
CUST01417,7.0,6-10 yrs,3,Minivan,0
CUST01418,11.0,11-20 yrs,4,Sedan,0
CUST01419,17.0,11-20 yrs,4,Sedan,2
CUST01420,6.0,6-10 yrs,3,Sports,1
CUST01421,22.0,20+ yrs,5,SUV,0
CUST01422,0.0,0-2 yrs,1,Sedan,3
CUST01423,11.0,11-20 yrs,4,Sedan,0
CUST01424,8.0,6-10 yrs,3,Minivan,0
CUST01425,19.0,11-20 yrs,4,SUV,2
CUST01426,0.0,0-2 yrs,1,Sedan,0
CUST01427,12.0,11-20 yrs,4,Minivan,1
CUST01428,,6-10 yrs,3,SUV,0
CUST01429,20.0,11-20 yrs,4,Sports,2
CUST01430,4.0,3-5 yrs,2,Sedan,1
CUST01431,12.0,11-20 yrs,4,SUV,0
CUST01432,4.0,3-5 yrs,2,Sedan,1
CUST01433,11.0,11-20 yrs,4,SUV,3
CUST01434,7.0,6-10 yrs,3,Sedan,0
CUST01435,7.0,6-10 yrs,3,Sedan,0
CUST01436,0.0,0-2 yrs,1,Sedan,1
CUST01437,12.0,11-20 yrs,4,Sedan,0
CUST01438,2.0,0-2 yrs,1,Sports,3
CUST01439,2.0,0-2 yrs,1,Sedan,0
CUST01440,0.0,0-2 yrs,1,SUV,0
CUST01441,2.0,0-2 yrs,1,SUV,1
CUST01442,13.0,11-20 yrs,4,Truck,0
CUST01443,13.0,11-20 yrs,4,Truck,0
CUST01444,14.0,11-20 yrs,4,Truck,0
CUST01445,2.0,0-2 yrs,1,Sports,2
CUST01446,11.0,11-20 yrs,4,Truck,0
CUST01447,5.0,3-5 yrs,2,Minivan,0
CUST01448,16.0,11-20 yrs,4,SUV,1
CUST01449,12.0,11-20 yrs,4,Truck,1
CUST01450,5.0,3-5 yrs,2,SUV,0
CUST01451,17.0,11-20 yrs,4,Sedan,0
CUST01452,13.0,11-20 yrs,4,Sedan,0
CUST01453,0.0,0-2 yrs,1,SUV,1
CUST01454,0.0,0-2 yrs,1,Sedan,0
CUST01455,,0-2 yrs,1,SUV,0
CUST01456,21.0,20+ yrs,5,Sedan,0
CUST01457,2.0,0-2 yrs,1,SUV,0
CUST01458,23.0,20+ yrs,5,Minivan,1
CUST01459,2.0,0-2 yrs,1,SUV,0
CUST01460,1.0,0-2 yrs,1,Sedan,0
CUST01461,16.0,11-20 yrs,4,Sedan,0
CUST01462,16.0,11-20 yrs,4,Minivan,0
CUST01463,13.0,11-20 yrs,4,Sports,0
CUST01464,14.0,11-20 yrs,4,Minivan,1
CUST01465,4.0,3-5 yrs,2,Sedan,0
CUST01466,15.0,11-20 yrs,4,SUV,0
CUST01467,11.0,11-20 yrs,4,Sports,0
CUST01468,7.0,6-10 yrs,3,Sedan,0
CUST01469,10.0,6-10 yrs,3,Sedan,2
CUST01470,17.0,11-20 yrs,4,Sedan,1
CUST01471,12.0,11-20 yrs,4,Sports,1
CUST01472,,0-2 yrs,1,SUV,0
CUST01473,16.0,11-20 yrs,4,Sports,0
CUST01474,15.0,11-20 yrs,4,Sedan,0
CUST01475,7.0,6-10 yrs,3,Truck,1
CUST01476,10.0,6-10 yrs,3,Sedan,0
CUST01477,10.0,6-10 yrs,3,Sedan,0
CUST01478,0.0,0-2 yrs,1,SUV,0
CUST01479,7.0,6-10 yrs,3,SUV,0
CUST01480,7.0,6-10 yrs,3,Truck,1
CUST01481,8.0,6-10 yrs,3,Sports,0
CUST01482,6.0,6-10 yrs,3,SEDAN,0
CUST01483,,11-20 yrs,4,Sedan,0
CUST01484,4.0,3-5 yrs,2,SUV,1
CUST01485,16.0,11-20 yrs,4,Minivan,0
CUST01486,14.0,11-20 yrs,4,Truck,0
CUST01487,19.0,11-20 yrs,4,SUV,3
CUST01488,22.0,20+ yrs,5,Truck,0
CUST01489,22.0,20+ yrs,5,Sedan,0
CUST01490,1.0,0-2 yrs,1,Sedan,1
CUST01491,12.0,11-20 yrs,4,SUV,0
CUST01492,4.0,3-5 yrs,2,Minivan,0
CUST01493,32.0,20+ yrs,5,SUV,0
CUST01494,14.0,11-20 yrs,4,SUV,0
CUST01495,19.0,11-20 yrs,4,SUV,2
CUST01496,13.0,11-20 yrs,4,SUV,1
CUST01497,0.0,0-2 yrs,1,MINIVAN,0
CUST01498,4.0,3-5 yrs,2,SUV,2
CUST01499,5.0,3-5 yrs,2,Sedan,1
CUST01500,7.0,6-10 yrs,3,Truck,0
CUST01501,12.0,11-20 yrs,4,SUV,0
CUST01502,13.0,11-20 yrs,4,Truck,1
CUST01503,0.0,0-2 yrs,1,Minivan,0
CUST01504,8.0,6-10 yrs,3,Sedan,0
CUST01505,6.0,6-10 yrs,3,SUV,0
CUST01506,19.0,11-20 yrs,4,SUV,0
CUST01507,14.0,11-20 yrs,4,Sedan,1
CUST01508,8.0,6-10 yrs,3,Minivan,0
CUST01509,11.0,11-20 yrs,4,Truck,0
CUST01510,0.0,0-2 yrs,1,Truck,0
CUST01511,14.0,11-20 yrs,4,Minivan,1
CUST01512,7.0,6-10 yrs,3,Sedan,0
CUST01513,4.0,3-5 yrs,2,Truck,1
CUST01514,19.0,11-20 yrs,4,Truck,0
CUST01515,,11-20 yrs,4,Minivan,0
CUST01516,5.0,3-5 yrs,2,SUV,0
CUST01517,5.0,3-5 yrs,2,SUV,1
CUST01518,12.0,11-20 yrs,4,Sedan,0
CUST01519,12.0,11-20 yrs,4,Minivan,1
CUST01520,10.0,6-10 yrs,3,SUV,0
CUST01521,1.0,0-2 yrs,1,SUV,2
CUST01522,2.0,0-2 yrs,1,Sedan,0
CUST01523,4.0,3-5 yrs,2,SUV,0
CUST01524,8.0,6-10 yrs,3,Sedan,0
CUST01525,9.0,6-10 yrs,3,Sports,0
CUST01526,8.0,6-10 yrs,3,Minivan,2
CUST01527,9.0,6-10 yrs,3,Sedan,0
CUST01528,23.0,20+ yrs,5,SUV,1
CUST01529,15.0,11-20 yrs,4,SUV,0
CUST01530,18.0,11-20 yrs,4,MINIVAN,1
CUST01531,13.0,11-20 yrs,4,Truck,2
CUST01532,10.0,6-10 yrs,3,Sports,3
CUST01533,12.0,11-20 yrs,4,SUV,0
CUST01534,11.0,11-20 yrs,4,Sedan,1
CUST01535,15.0,11-20 yrs,4,SUV,0
CUST01536,,3-5 yrs,2,Truck,0
CUST01537,,11-20 yrs,4,Sedan,1
CUST01538,11.0,11-20 yrs,4,Sedan,0
CUST01539,0.0,0-2 yrs,1,Minivan,0
CUST01540,10.0,6-10 yrs,3,Truck,3
CUST01541,0.0,0-2 yrs,1,SEDAN,1
CUST01542,6.0,6-10 yrs,3,Minivan,0
CUST01543,8.0,6-10 yrs,3,SEDAN,0
CUST01544,0.0,0-2 yrs,1,Sedan,0
CUST01545,9.0,6-10 yrs,3,SUV,0
CUST01546,10.0,6-10 yrs,3,Minivan,1
CUST01547,15.0,11-20 yrs,4,Truck,1
CUST01548,6.0,6-10 yrs,3,SUV,2
CUST01549,,11-20 yrs,4,Sedan,0
CUST01550,9.0,6-10 yrs,3,Truck,2
CUST01551,7.0,6-10 yrs,3,SUV,1
CUST01552,0.0,0-2 yrs,1,Sports,0
CUST01553,9.0,6-10 yrs,3,Truck,0
CUST01554,15.0,11-20 yrs,4,Sedan,0
CUST01555,3.0,3-5 yrs,2,Truck,0
CUST01556,8.0,6-10 yrs,3,Sedan,0
CUST01557,9.0,6-10 yrs,3,Sports,0
CUST01558,17.0,11-20 yrs,4,Sedan,0
CUST01559,10.0,6-10 yrs,3,Sedan,2
CUST01560,12.0,11-20 yrs,4,SUV,2
CUST01561,9.0,6-10 yrs,3,Sedan,0
CUST01562,6.0,6-10 yrs,3,Sedan,0
CUST01563,2.0,0-2 yrs,1,SUV,0
CUST01564,8.0,6-10 yrs,3,SUV,0
CUST01565,12.0,11-20 yrs,4,SUV,2
CUST01566,10.0,6-10 yrs,3,Minivan,0
CUST01567,20.0,11-20 yrs,4,SUV,1
CUST01568,16.0,11-20 yrs,4,Sports,0
CUST01569,18.0,11-20 yrs,4,Sedan,0
CUST01570,0.0,0-2 yrs,1,Sedan,0
CUST01571,21.0,20+ yrs,5,Truck,1
CUST01572,11.0,11-20 yrs,4,Sedan,0
CUST01573,12.0,11-20 yrs,4,Sedan,3
CUST01574,16.0,11-20 yrs,4,Minivan,2
CUST01575,,6-10 yrs,3,SUV,0
CUST01576,2.0,0-2 yrs,1,Sedan,1
CUST01577,20.0,11-20 yrs,4,Truck,0
CUST01578,4.0,3-5 yrs,2,Sedan,2
CUST01579,3.0,3-5 yrs,2,SUV,0
CUST01580,8.0,6-10 yrs,3,Sedan,0
CUST01581,7.0,6-10 yrs,3,Sedan,2
CUST01582,10.0,6-10 yrs,3,Sedan,0
CUST01583,9.0,6-10 yrs,3,Minivan,0
CUST01584,19.0,11-20 yrs,4,Sedan,1
CUST01585,13.0,11-20 yrs,4,SUV,0
CUST01586,3.0,3-5 yrs,2,Sedan,0
CUST01587,4.0,3-5 yrs,2,SUV,0
CUST01588,7.0,6-10 yrs,3,SUV,0
