CustomerID,Age,AgeBand,AgeBandSort,Gender,IncomeBand,Region,City,MaritalStatus,EducationLevel
CUST02502,29.0,25-34,2,Male,High,Alberta,Red Deer,Divorced,High School
CUST02503,59.0,55-64,5,Female,Low,BC,Victoria,Single,High School
CUST02504,37.0,35-44,3,Male,Medium,Alberta,Red Deer,Married,High School
CUST02505,70.0,65+,6,Male,Medium,Alberta,Red Deer,Married,Master
CUST02506,,65+,6,Male,Very High,Ontario,Hamilton,Divorced,Master
CUST02507,41.0,35-44,3,Female,Low,Prairies,Winnipeg,Single,Bachelor
CUST02508,60.0,55-64,5,Male,Low,Ontario,Toronto,Married,Bachelor
CUST02509,51.0,45-54,4,Female,Low,Quebec,Quebec City,Married,Bachelor
CUST02510,42.0,35-44,3,Male,Medium,BC,Victoria,Divorced,College
CUST02511,67.0,65+,6,Male,Low,Ontario,London,Married,Master
CUST02512,46.0,45-54,4,Male,Medium,Atlantic,St. John's,Married,College
CUST02513,74,65+,6,Female,High,Quebec,Montreal,Widowed,Bachelor
CUST02514,56.0,55-64,5,Male,High,Ontario,London,Married,College
CUST02515,48.0,45-54,4,Male,Medium,Prairies,Winnipeg,Single,Master
CUST02516,73.0,65+,6,Male,Low,BC,Vancouver,Single,Bachelor
CUST02517,64.0,55-64,5,Male,High,BC,Victoria,Divorced,Bachelor
CUST02518,60.0,55-64,5,Female,Low,Quebec,Montreal,Single,High School
CUST02519,67.0,65+,6,Female,High,Alberta,Red Deer,Married,College
CUST02520,40.0,35-44,3,Male,Medium,Ontario,London,Married,Bachelor
CUST02521,61.0,55-64,5,Female,Medium,Ontario,Hamilton,Widowed,College
CUST02522,55.0,55-64,5, Female,Medium,Quebec,Laval,Married,Master
CUST02523,37.0,35-44,3,Male,High,Ontario,London,Married,Master
CUST02524,40.0,35-44,3,Female,Low,BC,Vancouver,Single,Bachelor
CUST02525,62.0,55-64,5,Female,Medium,Quebec,Laval,Married,College
CUST02526,69.0,65+,6,Male,Low,Ontario,Hamilton,Single,Master
CUST02527,33.0,25-34,2,Male,High,Ontario,London,Divorced,High School
CUST02528,67.0,65+,6,Female,Very High,BC,Victoria,Divorced,High School
CUST02529,59.0,55-64,5,Female,Medium,Alberta,Edmonton,Single,High School
CUST02530,72.0,65+,6, Male,Medium,Quebec,Montreal,Single,High School
CUST02531,25.0,25-34,2,Male,Very High,Quebec,Montreal,Married,Bachelor
CUST02532,67.0,65+,6,Male,Medium,Ontario,Toronto,Married,College
CUST02533,38.0,35-44,3,Female,Medium,BC,Vancouver,Married,Bachelor
CUST02534,18.0,18-24,1,Female,Medium,Ontario,Toronto,Widowed,Bachelor
CUST02535,72.0,65+,6,Female,High,Quebec,Quebec City,Divorced,Bachelor
CUST02536,25.0,25-34,2,Male,Low,BC,Victoria,Married,College
CUST02537,,45-54,4,Female,High,Prairies,Saskatoon,Single,Master
CUST02538,49.0,45-54,4,Female,Medium,Quebec,Laval,Married,Bachelor
CUST02539,55.0,55-64,5,Male,Low,Alberta,Red Deer,Divorced,College
CUST02540,22.0,18-24,1,Male,High,BC,Victoria,Married,Bachelor
CUST02541,64.0,55-64,5,Female,Medium,Prairies,Saskatoon,Married,High School
CUST02542,39.0,35-44,3,Female,Low,Quebec,Montreal,Single,College
CUST02543,64.0,55-64,5,Male,Medium,Ontario,London,Divorced,PhD
CUST02544,51.0,45-54,4,Female,High,Prairies,Saskatoon,Married,College
CUST02545,18.0,18-24,1,Male,high,Ontario,Toronto,Married,Bachelor
CUST02546,72.0,65+,6,Female,Very High,Ontario,Ottawa,Married,College
CUST02547,72.0,65+,6,Female,High,Ontario,Toronto,Single,Master
CUST02548,43.0,35-44,3,Female,Low,Alberta,Edmonton,Divorced,College
CUST02549,60.0,55-64,5,Female,Medium,Ontario,Toronto,Married,College
CUST02550,27.0,25-34,2,Female,High,Alberta,Red Deer,Married,Bachelor
CUST02551,47.0,45-54,4,Male,Medium,Quebec,Laval,Single,Bachelor
CUST02552,67.0,65+,6,Female,Medium,Ontario,Toronto,Single,Bachelor
CUST02553,,35-44,3,Male,Medium,Quebec,Montreal,Married,Bachelor
CUST02554,34.0,25-34,2,Male,Medium,Ontario,Hamilton,Single,College
CUST02555,43.0,35-44,3,Male,Very High,BC,Victoria,Married,College
CUST02556,25.0,25-34,2,Male,Medium,BC,Vancouver,Single,Bachelor
CUST02557,64.0,55-64,5,Female,medium,Quebec,Quebec City,Single,Bachelor
CUST02558,57.0,55-64,5,Male,Very High,Ontario,Hamilton,Married,College
CUST02559,66.0,65+,6,Female,Medium,BC,Kelowna,Divorced,Bachelor
CUST02560,29.0,25-34,2,Female,Low,Alberta,Calgary,Married,Master
CUST02561,44.0,35-44,3,Male,Medium,BC,Victoria,Married,Bachelor
CUST02562,,25-34,2,Female,High,Alberta,Red Deer,Single,High School
CUST02563,42.0,35-44,3,Male,High,Ontario,Ottawa,Married,Bachelor
CUST02564,63.0,55-64,5,Male,High,Prairies,Regina,Divorced,College
CUST02565,21.0,18-24,1,Female,High,Ontario,Toronto,Single,College
CUST02566,50.0,45-54,4,Male,Medium,Ontario,Ottawa,Single,Bachelor
CUST02567,18.0,18-24,1,Male,High,Alberta,Edmonton,Single,College
CUST02568,36.0,35-44,3,Female,High,Prairies,Winnipeg,Married,High School
CUST02569,48.0,45-54,4,Female,Low,BC,Vancouver,Married,College
CUST02570,33.0,25-34,2,Male,Low,Ontario,London,Single,College
CUST02571,31.0,25-34,2,Female,Very High,Ontario,Toronto,Single,College
CUST02572,70.0,65+,6,Female,High,Quebec,Montreal,Divorced,High School
CUST02573,65.0,65+,6,Female,High,Prairies,Regina,Married,High School
CUST02574,22.0,18-24,1,Male,High,Ontario,Ottawa,Married,High School
CUST02575,58.0,55-64,5,Female,Medium,Alberta,Red Deer,Divorced,Master
CUST02576,43.0,35-44,3,Female,Medium,Ontario,Toronto,Single,Bachelor
CUST02577,45.0,45-54,4,Female,Medium,Alberta,Red Deer,Divorced,College
CUST02578,19.0,18-24,1,Female,Low,Prairies,Regina,Widowed,Master
CUST02579,67.0,65+,6,Male,High,Quebec,Quebec City,Single,College
CUST02580,23.0,18-24,1,Male,Medium,Quebec,Quebec City,Married,Bachelor
CUST02581,26.0,25-34,2,Male,Medium,Alberta,Edmonton,Married,High School
CUST02582,50.0,45-54,4,Male,Medium,Quebec,Montreal,Divorced,Master
CUST02583,58.0,55-64,5,Female,Medium,BC,Vancouver,Single,High School
CUST02584,42.0,35-44,3,Male,Low,BC,Victoria,Married,High School
CUST02585,65.0,65+,6,Female,Medium,Ontario,Hamilton,Widowed,College
CUST02586,30.0,25-34,2,Female,Low,Alberta,Edmonton,Divorced,Master
CUST02587,26.0,25-34,2,Male,low,Ontario,Toronto,Divorced,High School
CUST02588,70.0,65+,6,Male,Very High,Prairies,Regina,Married,College
CUST02589,30.0,25-34,2, Female,Low,Ontario,Toronto,Divorced,College
CUST02590,48.0,45-54,4,Female,Medium,Alberta,Edmonton,Single,Master
CUST02591,58,55-64,5,Male,Medium,Ontario,Ottawa,Married,College
CUST02592,28.0,25-34,2,Male,Medium,Ontario,Hamilton,Married,Bachelor
CUST02593,21.0,18-24,1,Female,Low,Ontario,Ottawa,Married,College
CUST02594,51.0,45-54,4,Female,high,Alberta,Calgary,Single,Bachelor
CUST02595,55.0,55-64,5,Male,High,Quebec,Montreal,Married,High School
CUST02596,63.0,55-64,5,Female,Low,Prairies,Winnipeg,Single,College
CUST02597,21.0,18-24,1,Male,Medium,Ontario,Hamilton,Married,Master
CUST02598,55.0,55-64,5,Male,Very High,BC,Vancouver,Married,Bachelor
CUST02599,36.0,35-44,3,Male,High,Alberta,Edmonton,Widowed,PhD
CUST02600,23.0,18-24,1,Male,High,Ontario,Hamilton,Single,Bachelor
CUST02601,51.0,45-54,4,Male,Low,Quebec,Montreal,Divorced,Bachelor
CUST02602,35.0,35-44,3,Male,Medium,Quebec,Montreal,Single,Bachelor
CUST02603,30.0,25-34,2,Male,Medium,Quebec,Quebec City,Married,Bachelor
CUST02604,58.0,55-64,5,Male,Low,Ontario,London,Married,College
CUST02605,40.0,35-44,3,Male,Medium,BC,Victoria,Married,High School
CUST02606,36.0,35-44,3,Female,Medium,Ontario,Hamilton,Divorced,College
CUST02607,62.0,55-64,5,Male,Medium,BC,Vancouver,Married,High School
CUST02608,28.0,25-34,2,Male,High,Prairies,Winnipeg,Married,College
CUST02609,18.0,18-24,1,Female,High,Quebec,Quebec City,Married,Master
CUST02610,41.0,35-44,3,Female,Medium,BC,Kelowna,Married,Master
CUST02611,71.0,65+,6,Male,High,Ontario,Ottawa,Married,Bachelor
CUST02612,,18-24,1,Female,low,Alberta,Edmonton,Single,College
CUST02613,42.0,35-44,3,Female,High,Ontario,Hamilton,Divorced,College
CUST02614,38.0,35-44,3,Female,Low,BC,Vancouver,Divorced,Bachelor
CUST02615,32.0,25-34,2,Male,Low,Atlantic,Halifax,Single,Bachelor
CUST02616,18.0,18-24,1,Female,Medium,BC,Vancouver,Divorced,Bachelor
CUST02617,29.0,25-34,2,Male,Medium,BC,Kelowna,Married,Master
CUST02618,24.0,18-24,1,Female,Very High,Quebec,Laval,Married,College
CUST02619,32.0,25-34,2,Female,Medium,Ontario,Hamilton,Single,College
CUST02620,38.0,35-44,3,Male,Medium,Alberta,Red Deer,Widowed,College
CUST02621,36.0,35-44,3,Female,Medium,Ontario,Hamilton,Married,College
CUST02622,46.0,45-54,4,Male,medium,BC,Victoria,Married,High School
CUST02623,42.0,35-44,3,Female,Medium,Ontario,Toronto,Married,Master
CUST02624,50.0,45-54,4,Male,High,Alberta,Red Deer,Married,PhD
CUST02625,66.0,65+,6,Male,High,Ontario,Toronto,Married,Master
CUST02626,49.0,45-54,4,Male,High,Quebec,Laval,Married,Master
CUST02627,66.0,65+,6,Female,Very High,BC,Vancouver,Married,PhD
CUST02628,52.0,45-54,4,Male,Medium,Quebec,Quebec City,Married,Master
CUST02629,61.0,55-64,5,Male,High,Ontario,Toronto,Divorced,Bachelor
CUST02630,55.0,55-64,5,Male,Medium,Quebec,Montreal,Widowed,High School
CUST02631,43.0,35-44,3,Female,High,Ontario,Hamilton,Married,High School
CUST02632,28.0,25-34,2,Female,Medium,Quebec,Montreal,Divorced,High School
CUST02633,52.0,45-54,4,Male,Very High,Quebec,Quebec City,Divorced,College
CUST02634,25.0,25-34,2,Male,High,Quebec,Quebec City,Single,Master
CUST02635,63.0,55-64,5,Male,Very High,Ontario,London,Divorced,Bachelor
CUST02636,31.0,25-34,2,Male,High,Atlantic,Moncton,Single,College
CUST02637,27.0,25-34,2,Male,Very High,Quebec,Laval,Single,High School
CUST02638,19.0,18-24,1,Female,High,Ontario,Hamilton,Married,High School
CUST02639,,55-64,5,Male,Medium,Quebec,Laval,Married,College
CUST02640,26.0,25-34,2,Male,Medium,Alberta,Red Deer,Married,High School
CUST02641,20.0,18-24,1,Male,Medium,Ontario,London,Married,High School
CUST02642,38.0,35-44,3,Female,Low,BC,Kelowna,Single,College
CUST02643,43.0,35-44,3,Female,Medium,Quebec,Quebec City,Widowed,Bachelor
CUST02644,25.0,25-34,2,Female,Medium,Ontario,Toronto,Married,High School
CUST02645,65.0,65+,6,Male,Medium,Alberta,Edmonton,Divorced,Bachelor
CUST02646,19.0,18-24,1,Male,Very High,Quebec,Laval,Married,College
CUST02647,23.0,18-24,1,Male,Very High,Ontario,Ottawa,Married,High School
CUST02648,45.0,45-54,4,Male,low,Alberta,Calgary,Married,Bachelor
CUST02649,70,65+,6,Female,Medium,BC,Kelowna,Married,College
CUST02650,46.0,45-54,4,Female,Medium,Prairies,Saskatoon,Single,High School
CUST02651,43.0,35-44,3,Female,Medium,BC,Victoria,Married,Master
CUST02652,42,35-44,3,Female,High,Alberta,Calgary,Single,Bachelor
CUST02653,29.0,25-34,2,Male,Medium,Alberta,Red Deer,Married,Bachelor
CUST02654,22.0,18-24,1,Female,Medium,Ontario,London,Widowed,Master
CUST02655,51.0,45-54,4,Male,High,Alberta,Red Deer,Single,Master
CUST02656,65.0,65+,6,Male,High,BC,Vancouver,Married,College
CUST02657,54.0,45-54,4,Female,Low,Ontario,Toronto,Married,Master
CUST02658,32.0,25-34,2,Male,High,Quebec,Montreal,Single,Master
CUST02659,61.0,55-64,5,Male,Medium,Ontario,Toronto,Single,High School
CUST02660,53.0,45-54,4,Male,Medium,Alberta,Red Deer,Single,Bachelor
CUST02661,32.0,25-34,2, Female,Low,Quebec,Laval,Single,High School
CUST02662,60.0,55-64,5,Female,Medium,Atlantic,Moncton,Single,Bachelor
CUST02663,65.0,65+,6,Male,Medium,Ontario,London,Married,Bachelor
CUST02664,40.0,35-44,3,Female,Medium,BC,Victoria,Married,College
CUST02665,23.0,18-24,1,Male,High,Ontario,Ottawa,Divorced,Master
CUST02666,63.0,55-64,5,Male,High,BC,Kelowna,Divorced,Master
CUST02667,67.0,65+,6,Female,Low,BC,Kelowna,Married,Master
CUST02668,61.0,55-64,5,Female,Low,BC,Kelowna,Married,College
CUST02669,60.0,55-64,5,Female,High,Alberta,Edmonton,Single,High School
CUST02670,62.0,55-64,5,Male,Low,Alberta,Calgary,Married,Master
CUST02671,38.0,35-44,3,Female,Very High,Ontario,Toronto,Single,College
CUST02672,40.0,35-44,3,Female,Medium,Ontario,Toronto,Married,Bachelor
CUST02673,60,55-64,5,Female,Medium,BC,Vancouver,Divorced,Master
CUST02674,72.0,65+,6,Male,Low,Quebec,Montreal,Single,College
CUST02675,33.0,25-34,2,Female,Low,Ontario,Hamilton,Married,College
CUST02676,64.0,55-64,5,Female,Low,Quebec,Quebec City,Married,College
CUST02677,70.0,65+,6,Male,Low,Quebec,Montreal,Divorced,College
CUST02678,32.0,25-34,2,Male,Medium,Quebec,Montreal,Single,Bachelor
CUST02679,42.0,35-44,3,Male,Low,Alberta,Calgary,Single,High School
CUST02680,53.0,45-54,4,Female,medium,Quebec,Laval,Divorced,College
CUST02681,28.0,25-34,2,Female,Medium,Ontario,Toronto,Single,Master
CUST02682,68.0,65+,6,Female,Medium,Ontario,Ottawa,Married,College
CUST02683,32.0,25-34,2,Female,Low,Alberta,Red Deer,Divorced,Bachelor
CUST02684,21.0,18-24,1,Female,Low,Atlantic,St. John's,Divorced,College
CUST02685,38,35-44,3,Male,Low,BC,Kelowna,Single,Bachelor
CUST02686,30.0,25-34,2,Male,High,Quebec,Montreal,Married,PhD
CUST02687,39.0,35-44,3,Male,Medium,Prairies,Winnipeg,Single,Bachelor
CUST02688,36.0,35-44,3,Male,High,BC,Vancouver,Married,Bachelor
CUST02689,51.0,45-54,4,Male,Medium,Alberta,Calgary,Married,High School
CUST02690,31.0,25-34,2,Female,Medium,Alberta,Edmonton,Widowed,College
CUST02691,21.0,18-24,1,Male,Medium,Quebec,Laval,Married,Master
CUST02692,65.0,65+,6,Male,High,Quebec,Montreal,Married,Master
CUST02693,70.0,65+,6, Male,Medium,Ontario,London,Married,Bachelor
CUST02694,69.0,65+,6,Male,Low,Ontario,Ottawa,Single,Master
CUST02695,63.0,55-64,5,Female,Medium,Alberta,Red Deer,Single,High School
CUST02696,44.0,35-44,3,Female,Medium,Prairies,Regina,Single,Bachelor
CUST02697,46.0,45-54,4,Female,Medium,BC,Kelowna,Divorced,College
CUST02698,64,55-64,5,Male,Medium,Quebec,Montreal,Married,Bachelor
CUST02699,45.0,45-54,4,Female,Medium,Ontario,Hamilton,Single,High School
CUST02700,52.0,45-54,4,Female,Medium,Ontario,Toronto,Married,Master
CUST02701,25.0,25-34,2,Female,Medium,Quebec,Quebec City,Single,Bachelor
CUST02702,33.0,25-34,2,Male,High,Quebec,Laval,Single,College
CUST02703,59.0,55-64,5,Female,High,BC,Victoria,Divorced,Bachelor
CUST02704,53.0,45-54,4,Female,Medium,Ontario,Toronto,Divorced,Bachelor
CUST02705,47.0,45-54,4,Female,High,Atlantic,Halifax,Single,College
CUST02706,35.0,35-44,3,Female,High,Quebec,Montreal,Married,High School
CUST02707,19.0,18-24,1,Male,Medium,Alberta,Red Deer,Married,College
CUST02708,66.0,65+,6,Female,Medium,Quebec,Laval,Married,High School
CUST02709,30.0,25-34,2,Male,High,Ontario,Ottawa,Married,Bachelor
CUST02710,21.0,18-24,1,Female,Medium,Alberta,Calgary,Single,College
CUST02711,43.0,35-44,3,Male,Low,BC,Victoria,Single,Bachelor
CUST02712,42.0,35-44,3,Male,High,Quebec,Montreal,Single,Bachelor
CUST02713,47.0,45-54,4,Male,Low,Quebec,Montreal,Single,PhD
CUST02714,28.0,25-34,2,Female,High,Ontario,Ottawa,Single,Bachelor
CUST02715,24.0,18-24,1,Male,High,BC,Vancouver,Single,Bachelor
CUST02716,48.0,45-54,4,Female,Very High,Prairies,Saskatoon,Married,College
CUST02717,61.0,55-64,5,Female,Low,Ontario,Hamilton,Married,High School
CUST02718,27.0,25-34,2,Male,Medium,Ontario,Ottawa,Single,High School
CUST02719,56.0,55-64,5,Male,Medium,Prairies,Saskatoon,Single,Bachelor
CUST02720,30.0,25-34,2,Male,Medium,Ontario,Toronto,Single,College
CUST02721,48.0,45-54,4,Female,Low,BC,Victoria,Divorced,College
CUST02722,24.0,18-24,1,Female,Medium,Quebec,Laval,Single,Master
CUST02723,73.0,65+,6,Male,medium,BC,Kelowna,Divorced,Bachelor
CUST02724,66.0,65+,6,Male,Low,Quebec,Laval,Married,Master
CUST02725,59.0,55-64,5,Female,Medium,Ontario,London,Divorced,Master
CUST02726,59.0,55-64,5,Female,High,Ontario,Hamilton,Married,High School
CUST02727,73.0,65+,6,Female,High,Alberta,Edmonton,Single,Master
CUST02728,53.0,45-54,4,Female,Very High,Alberta,Red Deer,Married,High School
CUST02729,37.0,35-44,3,Male,Medium,BC,Victoria,Married,PhD
CUST02730,21.0,18-24,1,Male,Very High,BC,Victoria,Married,Bachelor
CUST02731,71.0,65+,6,Male,High,Ontario,London,Married,Bachelor
CUST02732,24.0,18-24,1,Male,Medium,Ontario,Toronto,Single,Bachelor
CUST02733,71,65+,6,Male,Low,Alberta,Edmonton,Married,Bachelor
CUST02734,18.0,18-24,1,Male,Medium,Quebec,Quebec City,Divorced,Bachelor
CUST02735,61,55-64,5,Male,Medium,Ontario,Toronto,Widowed,Master
CUST02736,73.0,65+,6,Female,Medium,Ontario,London,Married,Master
CUST02737,62.0,55-64,5,Female,Medium,Ontario,Hamilton,Single,Bachelor
CUST02738,59.0,55-64,5,Female,High,Ontario,Hamilton,Single,Bachelor
CUST02739,64.0,55-64,5,Female,Medium,Alberta,Edmonton,Divorced,College
CUST02740,30.0,25-34,2,Male,Low,Prairies,Winnipeg,Divorced,Master
CUST02741,72.0,65+,6,Female,High,Prairies,Saskatoon,Divorced,Bachelor
CUST02742,39.0,35-44,3,Male,Medium,Prairies,Saskatoon,Married,Master
CUST02743,71.0,65+,6,Female,Very High,Prairies,Regina,Divorced,Bachelor
CUST02744,38.0,35-44,3,Male,Low,Quebec,Montreal,Divorced,College
CUST02745,39.0,35-44,3,Female,Very High,Ontario,London,Married,High School
CUST02746,45.0,45-54,4,Male,Low,Alberta,Edmonton,Married,High School
CUST02747,,25-34,2,Male,Low,Ontario,Hamilton,Single,Bachelor
CUST02748,43.0,35-44,3,Female,Low,Ontario,Ottawa,Married,College
CUST02749,26,25-34,2,Male,High,Ontario,Hamilton,Widowed,Bachelor
CUST02750,32.0,25-34,2,Female,High,Quebec,Montreal,Single,High School
CUST02751,27.0,25-34,2,Female,Medium,Ontario,London,Married,College
CUST02752,41.0,35-44,3,Female,Very High,Ontario,Ottawa,Single,College
CUST02753,74.0,65+,6,Female,Medium,Quebec,Montreal,Divorced,College
CUST02754,59.0,55-64,5,Female,Medium,Prairies,Regina,Married,High School
CUST02755,25.0,25-34,2,Male,High,Quebec,Montreal,Divorced,Bachelor
CUST02756,41.0,35-44,3,Female,Medium,Prairies,Winnipeg,Married,High School
CUST02757,33.0,25-34,2,Female,Medium,Ontario,London,Married,High School
CUST02758,66.0,65+,6,Female,Very High,Ontario,Toronto,Single,Master
CUST02759,,35-44,3,Male,Very High,Quebec,Quebec City,Married,High School
CUST02760,44.0,35-44,3,Female,Very High,Quebec,Laval,Married,Master
CUST02761,54.0,45-54,4,Female,Very High,BC,Vancouver,Married,PhD
CUST02762,21.0,18-24,1, Female,Low,Alberta,Edmonton,Single,Bachelor
CUST02763,67.0,65+,6,Male,High,Alberta,Red Deer,Divorced,Bachelor
CUST02764,41.0,35-44,3,Male,Medium,Prairies,Regina,Married,College
CUST02765,36.0,35-44,3,Male,Very High,Quebec,Laval,Divorced,College
CUST02766,,45-54,4,Female,Medium,Ontario,Toronto,Married,Bachelor
CUST02767,56.0,55-64,5,Female,Medium,Quebec,Montreal,Single,High School
CUST02768,27.0,25-34,2,Male,Medium,Ontario,Toronto,Married,College
CUST02769,42.0,35-44,3,Male,Medium,Ontario,Hamilton,Divorced,Master
CUST02770,35.0,35-44,3,Male,low,Ontario,Hamilton,Married,High School
CUST02771,36.0,35-44,3,Male,High,Quebec,Montreal,Married,Bachelor
CUST02772,53.0,45-54,4,Female,High,Ontario,Toronto,Widowed,Bachelor
CUST02773,27.0,25-34,2,Female,Low,Ontario,London,Single,High School
CUST02774,50.0,45-54,4,Male,High,BC,Kelowna,Married,High School
CUST02775,72.0,65+,6,Female,Medium,BC,Kelowna,Married,College
CUST02776,67.0,65+,6,Male,Medium,BC,Victoria,Single,Bachelor
CUST02777,22.0,18-24,1,Female,Medium,BC,Victoria,Married,College
CUST02778,64.0,55-64,5,Male,High,Ontario,Toronto,Married,Bachelor
CUST02779,66,65+,6,Male,High,Ontario,Hamilton,Married,Bachelor
CUST02780,52.0,45-54,4,Male,Medium,Ontario,London,Single,Master
CUST02781,61.0,55-64,5,Female,Medium,Alberta,Red Deer,Married,High School
CUST02782,51.0,45-54,4,Female,Low,Alberta,Edmonton,Married,Bachelor
CUST02783,,45-54,4,Female,Medium,Ontario,Hamilton,Married,High School
CUST02784,72.0,65+,6,Male,Low,Ontario,Toronto,Divorced,High School
CUST02785,38.0,35-44,3,Male,Low,Atlantic,Moncton,Single,College
CUST02786,,25-34,2,Male,High,BC,Kelowna,Married,Bachelor
CUST02787,39.0,35-44,3,Female,Very High,Alberta,Red Deer,Married,PhD
CUST02788,65.0,65+,6,Male,Medium,Ontario,Toronto,Married,College
CUST02789,,45-54,4,Female,Low,Ontario,Hamilton,Married,Bachelor
CUST02790,32.0,25-34,2,Female,Medium,Alberta,Edmonton,Married,College
CUST02791,52.0,45-54,4,Female,High,BC,Victoria,Married,Bachelor
CUST02792,45.0,45-54,4,Male,High,BC,Kelowna,Married,College
CUST02793,24.0,18-24,1,Male,High,Quebec,Laval,Married,Bachelor
CUST02794,49,45-54,4,Male,Medium,Quebec,Laval,Single,Bachelor
CUST02795,28.0,25-34,2,Female,high,Alberta,Red Deer,Married,Bachelor
CUST02796,27.0,25-34,2,Female,Low,Ontario,London,Divorced,High School
CUST02797,26.0,25-34,2,Male,Medium,Quebec,Quebec City,Single,Bachelor
CUST02798,31.0,25-34,2,Male,Medium,Prairies,Winnipeg,Widowed,College
CUST02799,30.0,25-34,2,Female,Medium,Ontario,Ottawa,Single,High School
CUST02800,74.0,65+,6,Female,Very High,Quebec,Laval,Married,College
CUST02801,42.0,35-44,3,Male,High,BC,Kelowna,Married,Master
CUST02802,19.0,18-24,1,Female,Low,Atlantic,Moncton,Single,Master
CUST02803,52.0,45-54,4,Male,Low,Quebec,Quebec City,Divorced,High School
CUST02804,24.0,18-24,1,Male,Medium,Quebec,Laval,Married,Bachelor
CUST02805,38.0,35-44,3,Female,Medium,Alberta,Edmonton,Single,Bachelor
CUST02806,35.0,35-44,3,Female,Medium,Alberta,Red Deer,Married,Master
CUST02807,20.0,18-24,1,Female,Very High,Alberta,Edmonton,Married,Master
CUST02808,59.0,55-64,5,Male,Very High,Quebec,Laval,Widowed,Bachelor
CUST02809,71.0,65+,6,Female,High,Ontario,Ottawa,Married,High School
CUST02810,56.0,55-64,5,Male,High,BC,Kelowna,Single,Bachelor
CUST02811,58,55-64,5,Male,Medium,Prairies,Winnipeg,Single,Bachelor
CUST02812,,65+,6,Female,Low,Prairies,Winnipeg,Married,PhD
CUST02813,,25-34,2,Male,Medium,Ontario,London,Married,College
CUST02814,56.0,55-64,5,Female,Medium,Quebec,Quebec City,Widowed,Bachelor
CUST02815,41.0,35-44,3,Female,High,Quebec,Montreal,Married,Bachelor
CUST02816,63.0,55-64,5,Male,Low,Atlantic,St. John's,Divorced,High School
CUST02817,36.0,35-44,3,Male,Medium,BC,Victoria,Widowed,Bachelor
CUST02818,21.0,18-24,1,Male,Medium,Quebec,Quebec City,Married,High School
CUST02819,43.0,35-44,3,Male,Very High,Ontario,Hamilton,Single,Bachelor
CUST02820,55.0,55-64,5,Female,Medium,Quebec,Laval,Single,Bachelor
CUST02821,59.0,55-64,5,Female,High,Ontario,London,Single,PhD
CUST02822,49.0,45-54,4,Male,High,Alberta,Red Deer,Married,Master
CUST02823,56.0,55-64,5,Male,Medium,Alberta,Edmonton,Single,High School
CUST02824,62.0,55-64,5,Female,Medium,Quebec,Laval,Single,High School
CUST02825,63.0,55-64,5,Female,High,Quebec,Montreal,Single,Bachelor
CUST02826,53.0,45-54,4,Male,Medium,Prairies,Saskatoon,Single,Bachelor
CUST02827,57.0,55-64,5,Male,Very High,Ontario,Hamilton,Married,Master
CUST02828,54.0,45-54,4,Female,Low,Ontario,Ottawa,Single,College
CUST02829,50.0,45-54,4,Male,Low,Prairies,Winnipeg,Married,Master
CUST02830,53.0,45-54,4,Male,High,Alberta,Calgary,Single,College
CUST02831,20.0,18-24,1,Female,High,Alberta,Red Deer,Divorced,College
CUST02832,26.0,25-34,2,Female,Very High,Ontario,Ottawa,Single,High School
CUST02833,25.0,25-34,2,Female,High,Ontario,Hamilton,Divorced,Master
CUST02834,50.0,45-54,4,Female,Very High,Ontario,London,Married,Bachelor
CUST02835,23.0,18-24,1,Female,High,Ontario,Ottawa,Married,PhD
CUST02836,58.0,55-64,5,Male,high,Alberta,Red Deer,Married,Bachelor
CUST02837,56.0,55-64,5,Male,Medium,Ontario,Hamilton,Married,High School
CUST02838,21.0,18-24,1,Male,Medium,BC,Victoria,Single,Bachelor
CUST02839,30.0,25-34,2,Male,Very High,Ontario,Ottawa,Married,High School
CUST02840,66.0,65+,6,Female,medium,Quebec,Montreal,Divorced,Bachelor
CUST02841,19.0,18-24,1,Female,Medium,Atlantic,Halifax,Widowed,College
CUST02842,22.0,18-24,1,Female,Medium,Ontario,Ottawa,Married,Bachelor
CUST02843,61.0,55-64,5,Female,Medium,Quebec,Montreal,Married,Bachelor
CUST02844,44.0,35-44,3,Male,Medium,Ontario,London,Married,College
CUST02845,49.0,45-54,4, Male,Low,Ontario,Toronto,Married,High School
CUST02846,38,35-44,3,Female,High,Quebec,Quebec City,Divorced,College
CUST02847,25.0,25-34,2,Female,Medium,Quebec,Quebec City,Married,PhD
CUST02848,55.0,55-64,5,Female,Medium,BC,Victoria,Divorced,College
CUST02849,25.0,25-34,2,Female,Low,Alberta,Red Deer,Single,Bachelor
CUST02850,67,65+,6,Female,Low,Quebec,Quebec City,Married,High School
CUST02851,20.0,18-24,1,Female,Low,Ontario,London,Widowed,College
CUST02852,71.0,65+,6,Male,High,BC,Victoria,Divorced,Bachelor
CUST02853,61.0,55-64,5,Female,Low,Ontario,Ottawa,Married,Bachelor
CUST02854,20.0,18-24,1,Female,Very High,BC,Vancouver,Single,Bachelor
CUST02855,39.0,35-44,3,Male,Low,BC,Victoria,Single,Bachelor
CUST02856,23.0,18-24,1,Female,Low,Ontario,London,Single,Bachelor
CUST02857,19.0,18-24,1,Male,Low,Alberta,Calgary,Married,College
CUST02858,40.0,35-44,3,Female,Low,Prairies,Regina,Married,High School
