PolicyID,CustomerID,RiskScore,RiskCategory,AnnualPremium,ClaimAmount,ClaimsCount,PolicyYear
POL016506,CUST04955,46.0,Medium,1952.43,0.0,0,2025
POL016507,CUST02772,12.0,Low,1435.3,13697.61,2,2025
POL016508,CUST02608,8.7,Low,1263.69,1009.58,3,2025
POL016509,CUST04475,2.5,Low,871.22,3613.9,3,2025
POL016510,CUST00389,10.6,Low,1228.04,0.0,0,2025
POL016511,CUST01488,18.8,Low,1844.96,0.0,0,2025
POL016512,CUST03652,32.4,Medium,1322.16,6896.27,1,2025
POL016513,CUST00543,18.7,Low,1189.42,0.0,0,2025
POL016514,CUST00349,,Medium,,0.0,0,2025
POL016515,CUST01658,34.1,Medium,1792.89,573.43,1,2025
POL016516,CUST00702,2.6,Low,918.01,14313.68,2,2025
POL016517,CUST04932,0.0,Low,740.59,0.0,0,2025
POL016518,CUST00965,27.4,Medium,1678.29,0.0,0,2025
POL016519,CUST03636,,Medium,1677.47,0.0,0,2025
POL016520,CUST00114,0.0,Low,1338.09,0.0,0,2025
POL016521,CUST00240,28.9,Medium,1430.15,8733.17,1,2025
POL016522,CUST01143,46.7,Medium,1904.75,0.0,0,2025
POL016523,CUST00836,0.0,Low,853.3,0.0,0,2025
POL016524,CUST00455,8.2,Low,1118.65,3516.03,1,2025
POL016525,CUST01084,7.4,Low,1080.42,0.0,0,2025
POL016526,CUST01192,17.8,Low,1281.26,3533.96,2,2025
POL016527,CUST00681,32.7,Medium,1373.98,0.0,0,2025
POL016528,CUST00187,25.0,Medium,1469.93,7160.79,2,2025
POL016529,CUST04323,,Medium,1442.12,0.0,0,2025
POL016530,CUST00573,28.9,Medium,1520.39,0.0,0,2025
POL016531,CUST01922,44.4,Medium,1672.3,27088.56,3,2025
POL016532,CUST03328,30.0,Medium,1541.62,0.0,0,2025
POL016533,CUST02249,35.9,Medium,1725.81,399.12,1,2025
POL016534,CUST02310,21.7,Low,1464.35,6671.65,1,2025
POL016535,CUST02804,23.8,Low,1528.9,0.0,0,2025
POL016536,CUST02405,0.0,Low,701.23,0.0,0,2025
POL016537,CUST00444,14.9,Low,1181.96,0.0,0,2025
POL016538,CUST01317,41.2,Medium,1798.24,0.0,0,2025
POL016539,CUST02405,8.2,Low,1354.06,0.0,0,2025
POL016540,CUST00609,36.8,Medium,1605.79,0.0,0,2025
POL016541,CUST00458,15.9,Low,,0.0,0,2025
POL016542,CUST01696,33.2,Medium,1571.51,0.0,0,2025
POL016543,CUST02438,29.1,Medium,1903.35,0.0,0,2025
POL016544,CUST01902,11.8,Low,1180.83,0.0,0,2025
POL016545,CUST02763,,Low,1700.39,0.0,0,2025
POL016546,CUST02585,35.4,Medium,1664.23,0.0,0,2025
POL016547,CUST02625,,Low,,0.0,0,2025
POL016548,CUST02322,27.7,Medium,1379.33,12264.72,1,2025
POL016549,CUST02371,22.9,Low,1823.22,0.0,0,2025
POL016550,CUST01626,,Medium,1760.12,0.0,0,2025
POL016551,CUST04601,40.7,Medium,1723.56,6792.53,1,2025
POL016552,CUST04555,45.7,Medium,1849.26,0.0,0,2025
POL016553,CUST02565,3.5,Low,1259.28,0.0,0,2025
POL016554,CUST04101,13.9,Low,1592.9,0.0,0,2025
POL016555,CUST04998,28.2,Medium,1426.77,3800.98,1,2025
POL016556,CUST00129,18.9,Low,1405.29,0.0,0,2025
POL016557,CUST02107,3.9,Low,1383.86,0.0,0,2025
POL016558,CUST02180,16.3,Low,1234.25,0.0,0,2025
POL016559,CUST01290,10.0,Low,1261.06,0.0,0,2025
POL016560,CUST02893,9.7,Low,1119.02,0.0,0,2025
POL016561,CUST00911,55.9,High,2113.59,0.0,0,2025
POL016562,CUST02980,37.7,Medium,1625.29,6000.96,2,2025
POL016563,CUST03903,27.1,Medium,1741.3,771.77,1,2025
POL016564,CUST03691,57.4,High,1764.48,3367.12,1,2025
POL016565,CUST04892,24.8,Low,1584.05,2770.59,1,2025
POL016566,CUST02671,,Low,1809.17,0.0,0,2025
POL016567,CUST01590,20.6,Low,1393.22,0.0,0,2025
POL016568,CUST04360,7.1,Low,1013.66,1896.4,2,2025
POL016569,CUST00870,22.5,Low,1688.0,0.0,0,2025
POL016570,CUST00918,21.6,Low,1494.36,0.0,0,2025
POL016571,CUST01134,20.8,Low,1414.08,0.0,0,2025
POL016572,CUST02165,70.8,High,2091.24,0.0,0,2025
POL016573,CUST02081,15.4,Low,1349.02,0.0,0,2025
POL016574,CUST02809,41.4,Medium,2360.36,0.0,0,2025
POL016575,CUST01115,17.5,Low,1204.59,0.0,0,2025
POL016576,CUST02429,11.2,Low,1402.79,2924.93,1,2025
POL016577,CUST00348,5.1,Low,1029.23,0.0,0,2025
POL016578,CUST03193,3.8,Low,,5812.99,2,2025
POL016579,CUST03542,26.2,Medium,1698.39,0.0,0,2025
POL016580,CUST01726,10.7,Low,1421.36,0.0,0,2025
POL016581,CUST00661,0.0,Low,1412.69,0.0,0,2025
POL016582,CUST03451,51.0,High,1906.03,0.0,0,2025
POL016583,CUST00038,10.8,Low,1219.54,0.0,0,2025
POL016584,CUST04435,48.7,Medium,2036.28,0.0,0,2025
POL016585,CUST04414,9.1,Low,1255.2,0.0,0,2025
POL016586,CUST03708,19.6,Low,1383.21,0.0,0,2025
POL016587,CUST01103,24.6,Low,1628.95,8858.56,1,2025
POL016588,CUST01388,6.0,Low,1423.04,0.0,0,2025
POL016589,CUST03825,46.0,Medium,2160.41,0.0,0,2025
POL016590,CUST00601,28.3,Medium,1454.14,0.0,0,2025
POL016591,CUST01098,21.3,Low,1264.63,1544.32,2,2025
POL016592,CUST04032,4.8,Low,997.83,0.0,0,2025
POL016593,CUST04957,3.1,Low,1125.07,5072.23,1,2025
POL016594,CUST02601,16.0,Low,1452.66,0.0,0,2025
POL016595,CUST03457,27.2,Medium,1095.94,0.0,0,2025
POL016596,CUST02250,29.9,Medium,1757.09,0.0,0,2025
POL016597,CUST04580,42.3,Medium,1663.07,0.0,0,2025
POL016598,CUST02597,44.9,Medium,1952.51,0.0,0,2025
POL016599,CUST02000,28.2,Medium,1361.99,1291.05,2,2025
POL016600,CUST01607,,Medium,1550.57,5606.57,1,2025
POL016601,CUST00979,39.7,Medium,1788.62,0.0,0,2025
POL016602,CUST04274,63.1,High,2092.36,0.0,0,2025
POL016603,CUST00923,0.9,Low,810.27,0.0,0,2025
POL016604,CUST02087,16.5,Low,1393.37,0.0,0,2025
POL016605,CUST01161,3.8,Low,1153.22,0.0,0,2025
POL016606,CUST02052,13.4,Low,1340.05,0.0,0,2025
POL016607,CUST04105,10.1,Low,1129.69,0.0,0,2025
POL016608,CUST02378,22.7,Low,1001.37,0.0,0,2025
POL016609,CUST04580,37.2,Medium,1485.13,4790.83,1,2025
POL016610,CUST02597,42.0,Medium,1997.5,0.0,0,2025
POL016611,CUST01993,31.5,Medium,1602.92,4424.36,2,2025
POL016612,CUST02531,25.4,Medium,1773.67,0.0,0,2025
POL016613,CUST02557,17.7,Low,1157.31,0.0,0,2025
POL016614,CUST00783,67.8,High,2193.58,0.0,0,2025
POL016615,CUST00995,57.8,High,2046.6,0.0,0,2025
POL016616,CUST02650,12.0,Low,1272.83,0.0,0,2025
POL016617,CUST04915,25.5,Medium,,0.0,0,2025
POL016618,CUST04467,2.1,Low,1226.63,0.0,0,2025
POL016619,CUST02924,23.3,Low,1057.67,0.0,0,2025
POL016620,CUST00515,24.2,Low,1610.55,0.0,0,2025
POL016621,CUST04400,11.8,Low,1231.92,3455.46,1,2025
POL016622,CUST03612,40.8,Medium,1748.15,0.0,0,2025
POL016623,CUST04159,27.6,Medium,1647.07,14062.38,1,2025
POL016624,CUST03151,24.9,Low,1186.37,0.0,0,2025
POL016625,CUST03191,38.0,Medium,1712.15,0.0,0,2025
POL016626,CUST02628,16.2,Low,,0.0,0,2025
POL016627,CUST03802,38.5,Medium,2067.55,0.0,0,2025
POL016628,CUST04481,23.6,Low,1536.33,0.0,0,2025
POL016629,CUST00961,10.0,Low,957.22,0.0,0,2025
POL016630,CUST03506,10.1,Low,1269.55,0.0,0,2025
POL016631,CUST01331,5.0,Low,1089.82,0.0,0,2025
POL016632,CUST04631,44.0,Medium,1911.77,0.0,0,2025
POL016633,CUST01410,46.0,Medium,1861.7,0.0,0,2025
POL016634,CUST01584,7.1,Low,1010.88,0.0,0,2025
POL016635,CUST02658,1.1,Low,1269.89,6615.11,3,2025
POL016636,CUST00049,41.4,Medium,2116.42,0.0,0,2025
POL016637,CUST00779,49.8,Medium,2161.12,211.47,1,2025
POL016638,CUST01889,22.0,Low,1422.39,0.0,0,2025
POL016639,CUST02550,27.6,Medium,1419.78,0.0,0,2025
POL016640,CUST03751,4.2,Low,1058.09,0.0,0,2025
POL016641,CUST02293,6.3,Low,954.44,0.0,0,2025
POL016642,CUST02018,11.8,Low,1074.74,0.0,0,2025
POL016643,CUST02437,30.1,Medium,1588.45,0.0,0,2025
POL016644,CUST01640,38.1,Medium,2071.63,0.0,0,2025
POL016645,CUST03071,31.9,Medium,1691.08,1384.21,1,2025
POL016646,CUST01558,28.8,Medium,,3139.86,1,2025
POL016647,CUST04598,9.6,Low,1411.26,0.0,0,2025
POL016648,CUST02159,37.2,Medium,1341.77,0.0,0,2025
POL016649,CUST02010,21.6,Low,1414.58,0.0,0,2025
POL016650,CUST00323,7.2,Low,1231.82,0.0,0,2025
POL016651,CUST00194,11.4,Low,1286.17,2429.79,2,2025
POL016652,CUST00091,12.6,Low,1268.53,9718.97,1,2025
POL016653,CUST00896,25.5,Medium,1655.05,14910.74,1,2025
POL016654,CUST00666,6.4,Low,1234.0,0.0,0,2025
POL016655,CUST01611,11.6,Low,1175.95,0.0,0,2025
POL016656,CUST02836,5.1,Low,1220.89,11372.96,1,2025
POL016657,CUST01743,10.3,Low,1056.81,3411.12,1,2025
POL016658,CUST00229,22.3,Low,1505.44,0.0,0,2025
POL016659,CUST03977,1.6,Low,867.16,0.0,0,2025
POL016660,CUST00423,6.9,Low,978.86,0.0,0,2025
POL016661,CUST03248,4.6,Low,907.52,0.0,0,2025
POL016662,CUST04344,21.4,Low,1619.12,0.0,0,2025
POL016663,CUST04296,7.6,Low,898.0,0.0,0,2025
POL016664,CUST00793,13.0,Low,1466.35,0.0,0,2025
POL016665,CUST00563,43.0,Medium,1947.1,0.0,0,2025
POL016666,CUST02600,52.2,High,,0.0,0,2025
POL016667,CUST03551,4.4,Low,1440.0,0.0,0,2025
POL016668,CUST04539,6.0,Low,1034.36,0.0,0,2025
POL016669,CUST00306,17.7,Low,1268.54,0.0,0,2025
POL016670,CUST01650,35.6,Medium,2047.38,0.0,0,2025
POL016671,CUST00193,18.1,Low,1235.07,0.0,0,2025
POL016672,CUST02778,23.8,Low,1540.84,3018.94,1,2025
POL016673,CUST02384,46.5,Medium,2154.32,4654.03,1,2025
POL016674,CUST03316,41.6,Medium,1735.66,0.0,0,2025
POL016675,CUST03460,4.8,Low,1087.56,4407.34,1,2025
POL016676,CUST03871,5.0,Low,1320.95,0.0,0,2025
POL016677,CUST01634,5.1,Low,941.16,0.0,0,2025
POL016678,CUST01570,34.6,Medium,1948.88,0.0,0,2025
POL016679,CUST00700,35.8,Medium,2113.29,0.0,0,2025
POL016680,CUST02313,34.1,Medium,1853.48,0.0,0,2025
POL016681,CUST01174,30.4,Medium,1623.0,0.0,0,2025
POL016682,CUST04538,24.4,Low,1411.28,0.0,0,2025
POL016683,CUST02061,8.3,Low,1017.48,0.0,0,2025
POL016684,CUST00794,27.8,Medium,1392.3,2486.85,2,2025
POL016685,CUST04848,20.4,Low,1300.28,0.0,0,2025
POL016686,CUST00048,41.1,Medium,1839.11,0.0,0,2025
POL016687,CUST01702,2.8,Low,1210.62,0.0,0,2025
POL016688,CUST04185,8.3,Low,958.07,1619.49,1,2025
POL016689,CUST03995,28.1,Medium,2105.72,0.0,0,2025
POL016690,CUST03540,25.7,Medium,1450.38,632.05,1,2025
POL016691,CUST01873,34.0,Medium,1818.73,0.0,0,2025
POL016692,CUST00102,23.8,Low,1484.05,0.0,0,2025
POL016693,CUST03992,15.4,Low,1001.41,0.0,0,2025
POL016694,CUST04959,32.8,Medium,1674.29,0.0,0,2025
POL016695,CUST02588,41.5,Medium,1970.13,0.0,0,2025
POL016696,CUST03250,11.9,Low,1058.91,0.0,0,2025
POL016697,CUST00194,24.2,Low,1763.85,0.0,0,2025
POL016698,CUST02019,7.0,Low,1058.02,0.0,0,2025
POL016699,CUST00637,31.8,Medium,1471.08,0.0,0,2025
POL016700,CUST01906,11.0,Low,1340.54,3079.38,1,2025
POL016701,CUST04883,26.7,Medium,1560.16,0.0,0,2025
POL016702,CUST03931,0.0,Low,942.23,0.0,0,2025
POL016703,CUST03339,63.0,High,2174.93,0.0,0,2025
POL016704,CUST01181,24.3,Low,,7882.18,2,2025
POL016705,CUST02666,3.2,Low,1784.37,0.0,0,2025
POL016706,CUST01080,36.9,Medium,1750.54,0.0,0,2025
POL016707,CUST02821,40.8,Medium,1943.05,0.0,0,2025
POL016708,CUST02930,13.8,Low,1612.28,0.0,0,2025
POL016709,CUST04738,7.9,Low,1163.59,0.0,0,2025
POL016710,CUST01315,45.2,Medium,2055.83,0.0,0,2025
POL016711,CUST03463,6.1,Low,,0.0,0,2025
POL016712,CUST00538,,Low,1119.42,9298.99,1,2025
POL016713,CUST00584,3.2,Low,982.47,0.0,0,2025
POL016714,CUST01849,14.5,Low,1384.45,0.0,0,2025
POL016715,CUST00305,26.7,Medium,1368.59,0.0,0,2025
POL016716,CUST03004,23.1,Low,1385.59,3405.92,2,2025
POL016717,CUST02518,,Low,809.97,2612.85,1,2025
POL016718,CUST01998,42.2,Medium,1788.61,0.0,0,2025
POL016719,CUST02549,26.9,Medium,1400.23,0.0,0,2025
POL016720,CUST03284,25.8,Medium,1653.17,0.0,0,2025
POL016721,CUST00412,5.4,Low,1200.77,3107.8,1,2025
POL016722,CUST00521,,Medium,1755.85,0.0,0,2025
POL016723,CUST01058,12.7,Low,1494.0,0.0,0,2025
POL016724,CUST03325,20.7,Low,1682.08,1544.77,1,2025
POL016725,CUST01203,0.0,Low,1554.89,0.0,0,2025
POL016726,CUST04503,39.6,Medium,2091.99,0.0,0,2025
POL016727,CUST04367,33.4,Medium,1719.9,0.0,0,2025
POL016728,CUST04538,32.6,Medium,1545.78,406.51,2,2025
POL016729,CUST01220,5.0,Low,927.1,0.0,0,2025
POL016730,CUST03691,62.6,High,2163.77,0.0,0,2025
POL016731,CUST03248,13.1,Low,1069.68,0.0,0,2025
POL016732,CUST04531,18.0,Low,1458.79,0.0,0,2025
POL016733,CUST00388,31.9,Medium,1725.25,0.0,0,2025
POL016734,CUST04671,0.3,Low,896.56,0.0,0,2025
POL016735,CUST01820,12.8,Low,1093.36,11193.35,1,2025
POL016736,CUST01649,12.2,Low,1320.25,0.0,0,2025
POL016737,CUST01098,29.7,Medium,1638.24,0.0,0,2025
POL016738,CUST02365,2.9,Low,1032.7,0.0,0,2025
POL016739,CUST01583,30.5,Medium,1609.03,0.0,0,2025
POL016740,CUST04840,9.4,Low,1519.87,0.0,0,2025
POL016741,CUST00785,1.7,Low,952.99,0.0,0,2025
POL016742,CUST01331,,Low,1002.72,0.0,0,2025
POL016743,CUST00026,21.8,Low,1193.91,1690.84,2,2025
POL016744,CUST00576,24.6,Low,1628.1,2183.36,1,2025
POL016745,CUST01626,59.4,High,,0.0,0,2025
POL016746,CUST04968,,High,1881.21,0.0,0,2025
POL016747,CUST01246,10.5,Low,1287.77,0.0,0,2025
POL016748,CUST01912,11.5,Low,1266.73,0.0,0,2025
POL016749,CUST04952,15.9,Low,,0.0,0,2025
POL016750,CUST04700,4.5,Low,996.47,0.0,0,2025
POL016751,CUST04257,6.7,Low,1480.82,0.0,0,2025
POL016752,CUST00303,23.2,Low,1539.9,0.0,0,2025
POL016753,CUST00140,21.3,Low,1493.74,0.0,0,2025
POL016754,CUST02198,30.5,Medium,1495.8,0.0,0,2025
POL016755,CUST00741,18.7,Low,1054.49,0.0,0,2025
POL016756,CUST02950,36.0,Medium,1677.04,0.0,0,2025
POL016757,CUST00307,21.4,Low,1443.1,0.0,0,2025
POL016758,CUST02604,35.8,Medium,1300.77,0.0,0,2025
POL016759,CUST02019,1.9,Low,1048.12,0.0,0,2025
POL016760,CUST04257,0.6,Low,1172.63,5372.69,1,2025
POL016761,CUST03204,1.1,Low,1080.98,0.0,0,2025
POL016762,CUST04069,16.5,Low,1338.86,0.0,0,2025
POL016763,CUST04931,6.9,Low,1068.65,0.0,0,2025
POL016764,CUST01974,28.0,Medium,1425.38,0.0,0,2025
POL016765,CUST01844,23.2,Low,1622.59,0.0,0,2025
POL016766,CUST04212,7.9,Low,973.65,0.0,0,2025
POL016767,CUST00017,10.5,Low,1496.68,4750.12,1,2025
POL016768,CUST04307,45.1,Medium,2184.36,0.0,0,2025
POL016769,CUST01757,0.9,Low,831.64,0.0,0,2025
POL016770,CUST02906,8.7,Low,1369.41,0.0,0,2025
POL016771,CUST03884,28.4,Medium,1608.6,8610.6,2,2025
POL016772,CUST02049,48.6,Medium,1568.43,0.0,0,2025
POL016773,CUST00313,39.6,Medium,1452.13,3219.94,1,2025
POL016774,CUST02839,9.5,Low,1593.64,2579.77,1,2025
POL016775,CUST00591,27.1,Medium,1428.52,0.0,0,2025
POL016776,CUST01960,12.3,Low,811.8,0.0,0,2025
POL016777,CUST02420,22.3,Low,1566.86,200.0,1,2025
POL016778,CUST01646,18.5,Low,1577.93,0.0,0,2025
POL016779,CUST00422,26.0,Medium,1745.63,0.0,0,2025
POL016780,CUST03443,29.4,Medium,1404.92,2044.9,2,2025
POL016781,CUST00435,14.2,Low,1698.67,0.0,0,2025
POL016782,CUST01175,46.1,Medium,1914.63,2060.5,1,2025
POL016783,CUST04447,34.7,Medium,1659.07,0.0,0,2025
POL016784,CUST00593,17.9,Low,1418.48,0.0,0,2025
POL016785,CUST01755,45.3,Medium,1838.53,0.0,0,2025
POL016786,CUST00814,23.3,Low,1704.93,0.0,0,2025
POL016787,CUST02309,,Low,,3352.17,1,2025
POL016788,CUST04403,10.8,Low,1462.36,1640.16,1,2025
POL016789,CUST04980,21.1,Low,1596.03,0.0,0,2025
POL016790,CUST04512,24.1,Low,1568.42,0.0,0,2025
POL016791,CUST00114,,Low,921.44,0.0,0,2025
POL016792,CUST00662,25.0,Medium,1491.82,8618.06,1,2025
POL016793,CUST01627,24.0,Low,1544.36,0.0,0,2025
POL016794,CUST02766,18.7,Low,1332.69,0.0,0,2025
POL016795,CUST01227,9.5,Low,1025.42,0.0,0,2025
POL016796,CUST00973,55.0,High,2074.14,0.0,0,2025
POL016797,CUST02289,17.7,Low,1164.01,0.0,0,2025
POL016798,CUST04071,10.7,Low,1434.97,0.0,0,2025
POL016799,CUST02122,37.7,Medium,1802.33,1936.25,1,2025
POL016800,CUST00869,15.9,Low,1432.19,0.0,0,2025
POL016801,CUST02442,22.6,Low,1319.0,200.0,2,2025
POL016802,CUST04842,21.0,Low,1489.76,0.0,0,2025
POL016803,CUST00594,26.7,Medium,1442.13,11156.14,2,2025
POL016804,CUST03128,21.9,Low,1401.24,0.0,0,2025
POL016805,CUST00234,39.9,Medium,1712.33,0.0,0,2025
POL016806,CUST02683,5.5,Low,1083.71,5871.07,1,2025
POL016807,CUST01490,35.0,Medium,1534.92,0.0,0,2025
POL016808,CUST03687,30.3,Medium,,3193.95,2,2025
POL016809,CUST02254,11.7,Low,1582.49,0.0,0,2025
POL016810,CUST04833,23.5,Low,1822.83,0.0,0,2025
POL016811,CUST02762,57.1,High,2130.29,0.0,0,2025
POL016812,CUST02293,9.0,Low,957.6,2497.8,2,2025
POL016813,CUST03178,8.3,Low,1336.43,0.0,0,2025
POL016814,CUST04273,23.6,Low,1568.53,1038.72,1,2025
POL016815,CUST03231,16.9,Low,1387.51,0.0,0,2025
POL016816,CUST04145,55.4,High,2219.01,0.0,0,2025
POL016817,CUST01591,16.7,Low,1441.0,0.0,0,2025
POL016818,CUST02760,4.5,Low,1377.14,0.0,0,2025
POL016819,CUST00472,8.6,Low,1063.57,0.0,0,2025
POL016820,CUST01933,,Low,1612.71,15774.88,1,2025
POL016821,CUST01111,1.9,Low,1338.72,13089.09,1,2025
POL016822,CUST00412,0.0,Low,820.59,0.0,0,2025
POL016823,CUST03785,,Low,1447.56,0.0,0,2025
POL016824,CUST00709,42.8,Medium,1846.74,16068.86,1,2025
POL016825,CUST03045,15.1,Low,1330.83,0.0,0,2025
POL016826,CUST04584,36.6,Medium,1540.93,0.0,0,2025
POL016827,CUST00488,58.8,High,2149.88,0.0,0,2025
POL016828,CUST00196,21.1,Low,1347.82,0.0,0,2025
POL016829,CUST04068,25.4,Medium,1606.15,0.0,0,2025
POL016830,CUST04336,8.8,Low,1082.71,0.0,0,2025
POL016831,CUST04610,31.0,Medium,1600.42,0.0,0,2025
POL016832,CUST01293,11.5,Low,1267.15,28161.43,2,2025
POL016833,CUST03544,34.4,Medium,1868.91,0.0,0,2025
POL016834,CUST04941,20.8,Low,1613.76,0.0,0,2025
POL016835,CUST00782,26.2,Medium,1567.42,11327.32,1,2025
POL016836,CUST03795,6.0,Low,1062.87,0.0,0,2025
POL016837,CUST00192,73.4,High,2424.1,0.0,0,2025
POL016838,CUST04395,0.0,Low,973.16,0.0,0,2025
POL016839,CUST00387,33.2,Medium,,0.0,0,2025
POL016840,CUST01023,32.8,Medium,1398.43,0.0,0,2025
POL016841,CUST01081,41.6,Medium,1380.44,0.0,0,2025
POL016842,CUST04079,34.6,Medium,1472.52,0.0,0,2025
POL016843,CUST02915,20.2,Low,1350.97,6281.39,1,2025
POL016844,CUST02362,16.4,Low,1248.35,0.0,0,2025
POL016845,CUST00248,17.4,Low,1611.46,0.0,0,2025
POL016846,CUST04536,25.0,Medium,1778.31,0.0,0,2025
POL016847,CUST03960,22.6,Low,,0.0,0,2025
POL016848,CUST02113,6.5,Low,1104.9,0.0,0,2025
POL016849,CUST00459,55.0,High,,0.0,0,2025
POL016850,CUST01461,0.0,Low,1230.8,0.0,0,2025
POL016851,CUST00620,18.1,Low,,11335.39,2,2025
POL016852,CUST04451,24.0,Low,1252.76,0.0,0,2025
POL016853,CUST03161,25.3,Medium,1689.02,3995.32,3,2025
POL016854,CUST03159,45.6,Medium,1810.92,0.0,0,2025
POL016855,CUST00784,41.2,Medium,1750.23,0.0,0,2025
POL016856,CUST00113,16.4,Low,1271.48,8075.76,1,2025
POL016857,CUST04145,47.3,Medium,2221.2,0.0,0,2025
POL016858,CUST02916,14.2,Low,1560.66,200.0,1,2025
POL016859,CUST04548,,Low,1432.67,3624.13,3,2025
POL016860,CUST00632,19.2,Low,1134.98,0.0,0,2025
POL016861,CUST01849,3.2,Low,1185.61,0.0,0,2025
POL016862,CUST03761,32.5,Medium,1610.24,0.0,0,2025
POL016863,CUST03801,34.3,Medium,1257.9,9767.03,3,2025
POL016864,CUST03986,1.3,Low,1175.3,11160.52,1,2025
POL016865,CUST04459,38.9,Medium,1588.88,0.0,0,2025
POL016866,CUST01175,39.9,Medium,1772.15,0.0,0,2025
POL016867,CUST00311,39.7,Medium,2303.42,0.0,0,2025
POL016868,CUST01824,28.2,Medium,1545.22,0.0,0,2025
POL016869,CUST01343,29.3,Medium,1561.25,3885.03,2,2025
POL016870,CUST00883,18.6,Low,1318.57,0.0,0,2025
POL016871,CUST02954,22.6,Low,1471.19,0.0,0,2025
POL016872,CUST02347,10.7,Low,1210.83,0.0,0,2025
POL016873,CUST03238,49.1,Medium,2183.93,0.0,0,2025
POL016874,CUST04236,,Medium,1743.15,0.0,0,2025
POL016875,CUST02875,,Medium,1892.53,0.0,0,2025
POL016876,CUST04731,12.4,Low,1264.56,1552.29,1,2025
POL016877,CUST03009,53.9,High,2007.7,0.0,0,2025
POL016878,CUST02867,35.7,Medium,1830.77,0.0,0,2025
POL016879,CUST00551,11.5,Low,1143.73,0.0,0,2025
POL016880,CUST03729,9.8,Low,1359.17,0.0,0,2025
POL016881,CUST02471,48.9,Medium,1510.62,0.0,0,2025
POL016882,CUST02803,39.0,Medium,1439.7,5873.96,1,2025
POL016883,CUST04070,25.3,Medium,1405.75,0.0,0,2025
POL016884,CUST00285,21.1,Low,1833.4,0.0,0,2025
POL016885,CUST01106,3.5,Low,1060.54,0.0,0,2025
POL016886,CUST01915,46.8,Medium,2057.45,0.0,0,2025
POL016887,CUST01458,29.2,Medium,1548.64,0.0,0,2025
POL016888,CUST04722,42.9,Medium,1448.11,0.0,0,2025
POL016889,CUST00353,11.0,Low,932.77,0.0,0,2025
POL016890,CUST04411,2.1,Low,691.06,4892.52,2,2025
POL016891,CUST02644,3.1,Low,998.2,0.0,0,2025
POL016892,CUST03972,35.2,Medium,1852.14,0.0,0,2025
POL016893,CUST03430,18.7,Low,1464.3,582.91,2,2025
POL016894,CUST01738,9.1,Low,1195.86,27509.71,1,2025
POL016895,CUST03434,33.0,Medium,1540.49,0.0,0,2025
POL016896,CUST02431,34.1,Medium,1679.68,0.0,0,2025
POL016897,CUST01432,21.9,Low,1435.88,0.0,0,2025
POL016898,CUST00629,53.3,High,2105.94,0.0,0,2025
POL016899,CUST02270,45.4,Medium,1893.83,0.0,0,2025
POL016900,CUST02176,10.6,Low,1401.25,0.0,0,2025
POL016901,CUST04968,62.0,High,,0.0,0,2025
POL016902,CUST03295,37.5,Medium,1483.71,3814.62,2,2025
POL016903,CUST01736,40.4,Medium,1950.09,0.0,0,2025
POL016904,CUST03743,31.5,Medium,1720.82,0.0,0,2025
POL016905,CUST03903,18.7,Low,1481.96,0.0,0,2025
POL016906,CUST02816,8.9,Low,1202.54,0.0,0,2025
POL016907,CUST03574,11.8,Low,,3744.85,1,2025
POL016908,CUST01814,5.6,Low,1051.38,6275.35,2,2025
POL016909,CUST03537,29.0,Medium,1207.59,401.16,2,2025
POL016910,CUST00902,43.3,Medium,2114.34,0.0,0,2025
POL016911,CUST04984,28.2,Medium,1616.72,0.0,0,2025
POL016912,CUST01361,33.7,Medium,1776.17,0.0,0,2025
POL016913,CUST03719,38.6,Medium,1711.88,0.0,0,2025
POL016914,CUST03411,5.7,Low,1518.34,0.0,0,2025
POL016915,CUST02888,12.4,Low,1191.01,0.0,0,2025
POL016916,CUST00778,1.0,Low,947.83,0.0,0,2025
POL016917,CUST03687,29.3,Medium,1597.56,0.0,0,2025
POL016918,CUST03259,13.9,Low,1453.67,0.0,0,2025
POL016919,CUST03058,20.1,Low,1665.39,0.0,0,2025
POL016920,CUST04659,31.5,Medium,1572.81,0.0,0,2025
POL016921,CUST04201,55.3,High,2217.42,6076.36,1,2025
POL016922,CUST03425,0.6,Low,1187.89,8233.25,1,2025
POL016923,CUST01641,35.6,Medium,1522.41,0.0,0,2025
POL016924,CUST03129,13.5,Low,1345.81,0.0,0,2025
POL016925,CUST00907,23.7,Low,1240.84,0.0,0,2025
POL016926,CUST02144,36.8,Medium,2040.14,4724.31,2,2025
POL016927,CUST03778,24.7,Low,1733.01,0.0,0,2025
POL016928,CUST00014,9.2,Low,931.55,0.0,0,2025
POL016929,CUST00244,,Medium,1590.81,4614.98,2,2025
POL016930,CUST04056,28.2,Medium,1760.63,0.0,0,2025
POL016931,CUST03708,23.7,Low,1233.12,634.42,1,2025
POL016932,CUST01859,0.0,Low,797.39,0.0,0,2025
POL016933,CUST02849,21.7,Low,1004.33,0.0,0,2025
POL016934,CUST02105,17.4,Low,1422.62,0.0,0,2025
POL016935,CUST04617,21.4,Low,1456.27,0.0,0,2025
POL016936,CUST01256,31.9,Medium,1542.94,0.0,0,2025
POL016937,CUST01304,25.7,Medium,,0.0,0,2025
POL016938,CUST02985,0.0,Low,1010.25,0.0,0,2025
POL016939,CUST00727,15.6,Low,1549.66,452.98,1,2025
